Datetime,CarCount,BikeCount,BusCount,TruckCount,Total
2024-01-16 07:30:00,102,13,31,2,148
2024-01-16 07:45:00,102,12,24,3,141
2024-01-16 08:00:00,130,40,31,2,203
2024-01-16 08:15:00,102,17,33,0,152
2024-01-16 08:30:00,105,13,48,5,171
2024-01-16 08:45:00,129,24,25,0,178
2024-01-16 09:00:00,117,11,45,0,173
2024-01-16 09:15:00,74,14,23,21,132
2024-01-16 09:30:00,80,14,35,18,147
2024-01-16 09:45:00,31,7,34,24,96
2024-01-16 10:00:00,18,15,9,15,57
2024-01-16 10:15:00,15,10,23,20,68
2024-01-16 10:30:00,37,18,8,16,79
2024-01-16 10:45:00,10,7,5,14,36
2024-01-16 11:00:00,54,6,15,23,98
2024-01-16 11:15:00,34,7,5,24,70
2024-01-16 11:30:00,50,7,8,21,86
2024-01-16 11:45:00,44,9,10,24,87
2024-01-16 12:00:00,63,8,15,24,110
2024-01-16 12:15:00,56,6,6,29,97
2024-01-16 12:30:00,69,5,13,27,114
2024-01-16 12:45:00,39,5,3,30,77
2024-01-16 13:00:00,61,10,14,24,109
2024-01-16 13:15:00,61,30,5,20,116
2024-01-16 13:30:00,20,17,9,5,51
2024-01-16 13:45:00,70,22,38,7,137
2024-01-16 14:00:00,25,30,31,9,95
2024-01-16 14:15:00,23,13,12,6,54
2024-01-16 14:30:00,105,30,24,8,167
2024-01-16 14:45:00,107,10,6,6,129
2024-01-16 15:00:00,40,20,36,7,103
2024-01-16 15:15:00,74,18,37,11,140
2024-01-16 15:30:00,62,15,8,11,96
2024-01-16 15:45:00,81,20,14,12,127
2024-01-16 16:00:00,111,32,43,5,191
2024-01-16 16:15:00,145,12,41,6,204
2024-01-16 16:30:00,139,11,20,7,177
2024-01-16 16:45:00,129,40,31,10,210
2024-01-16 17:00:00,128,22,28,8,186
2024-01-16 17:15:00,103,17,23,8,151
2024-01-16 17:30:00,127,32,29,7,195
2024-01-16 17:45:00,120,35,44,8,207
2024-01-16 18:00:00,106,11,41,7,165
2024-01-16 18:15:00,114,40,31,5,190
2024-01-16 18:30:00,101,13,20,7,141
2024-01-16 18:45:00,110,25,19,34,188
2024-01-16 19:00:00,108,6,17,23,154
2024-01-16 19:15:00,104,12,10,10,136
2024-01-16 19:30:00,102,22,17,23,164
2024-01-16 19:45:00,77,19,16,8,120
2024-01-16 20:00:00,70,16,19,33,138
2024-01-16 20:15:00,75,9,13,28,125
2024-01-16 20:30:00,95,9,16,29,149
2024-01-16 20:45:00,77,17,17,22,133
2024-01-16 21:00:00,73,16,14,34,137
2024-01-16 21:15:00,59,7,18,12,96
2024-01-16 21:30:00,54,20,10,9,93
2024-01-16 21:45:00,90,6,18,32,146
2024-01-16 22:00:00,15,5,1,32,53
2024-01-16 22:15:00,12,1,0,11,24
2024-01-16 22:30:00,17,2,0,28,47
2024-01-16 22:45:00,13,5,1,12,31
2024-01-16 23:00:00,15,5,0,21,41
2024-01-16 23:15:00,18,4,0,11,33
2024-01-16 23:30:00,12,4,0,21,37
2024-01-16 23:45:00,10,4,1,12,27
2024-01-17 00:00:00,15,2,0,25,42
2024-01-17 00:15:00,11,0,0,24,35
2024-01-17 00:30:00,15,2,1,15,33
2024-01-17 00:45:00,20,3,1,29,53
2024-01-17 01:00:00,17,2,0,24,43
2024-01-17 01:15:00,19,5,1,26,51
2024-01-17 01:30:00,20,3,1,32,56
2024-01-17 01:45:00,15,3,0,19,37
2024-01-17 02:00:00,13,5,0,17,35
2024-01-17 02:15:00,12,5,1,19,37
2024-01-17 02:30:00,10,2,0,27,39
2024-01-17 02:45:00,20,4,1,23,48
2024-01-17 03:00:00,14,0,0,16,30
2024-01-17 03:15:00,12,4,1,28,45
2024-01-17 03:30:00,19,2,0,20,41
2024-01-17 03:45:00,20,2,1,19,42
2024-01-17 04:00:00,16,0,0,36,52
2024-01-17 04:15:00,62,20,4,18,104
2024-01-17 04:30:00,50,13,2,14,79
2024-01-17 04:45:00,101,3,6,6,116
2024-01-17 05:00:00,94,15,2,9,120
2024-01-17 05:15:00,68,10,8,1,87
2024-01-17 05:30:00,95,3,8,20,126
2024-01-17 05:45:00,113,7,10,16,146
2024-01-17 06:00:00,106,13,39,1,159
2024-01-17 06:15:00,105,32,47,4,188
2024-01-17 06:30:00,150,19,34,4,207
2024-01-17 06:45:00,137,38,39,2,216
2024-01-17 07:00:00,113,11,32,1,157
2024-01-17 07:15:00,117,30,26,5,178
2024-01-17 07:30:00,130,10,37,1,178
2024-01-17 07:45:00,150,32,31,1,214
2024-01-17 08:00:00,146,10,30,3,189
2024-01-17 08:15:00,123,24,46,2,195
2024-01-17 08:30:00,110,24,26,4,164
2024-01-17 08:45:00,111,33,31,2,177
2024-01-17 09:00:00,132,18,32,2,184
2024-01-17 09:15:00,66,16,22,13,117
2024-01-17 09:30:00,45,24,5,23,97
2024-01-17 09:45:00,92,19,15,7,133
2024-01-17 10:00:00,78,22,16,25,141
2024-01-17 10:15:00,90,2,15,18,125
2024-01-17 10:30:00,23,2,37,9,71
2024-01-17 10:45:00,17,5,6,20,48
2024-01-17 11:00:00,41,5,4,24,74
2024-01-17 11:15:00,32,5,15,26,78
2024-01-17 11:30:00,65,7,7,22,101
2024-01-17 11:45:00,22,6,3,25,56
2024-01-17 12:00:00,54,7,4,28,93
2024-01-17 12:15:00,38,5,8,28,79
2024-01-17 12:30:00,59,7,15,23,104
2024-01-17 12:45:00,34,8,10,23,75
2024-01-17 13:00:00,28,6,3,27,64
2024-01-17 13:15:00,7,16,11,14,48
2024-01-17 13:30:00,8,12,22,8,50
2024-01-17 13:45:00,42,25,38,18,123
2024-01-17 14:00:00,82,13,28,5,128
2024-01-17 14:15:00,14,24,26,9,73
2024-01-17 14:30:00,39,25,33,9,106
2024-01-17 14:45:00,47,14,29,6,96
2024-01-17 15:00:00,120,20,21,18,179
2024-01-17 15:15:00,114,11,39,10,174
2024-01-17 15:30:00,99,24,30,10,163
2024-01-17 15:45:00,78,18,30,8,134
2024-01-17 16:00:00,144,40,29,10,223
2024-01-17 16:15:00,107,28,38,9,182
2024-01-17 16:30:00,123,28,24,10,185
2024-01-17 16:45:00,126,15,28,6,175
2024-01-17 17:00:00,147,28,23,5,203
2024-01-17 17:15:00,100,21,33,7,161
2024-01-17 17:30:00,113,12,22,6,153
2024-01-17 17:45:00,130,34,30,6,200
2024-01-17 18:00:00,118,40,29,10,197
2024-01-17 18:15:00,113,38,44,9,204
2024-01-17 18:30:00,117,29,29,9,184
2024-01-17 18:45:00,106,12,20,32,170
2024-01-17 19:00:00,96,11,15,14,136
2024-01-17 19:15:00,58,11,14,24,107
2024-01-17 19:30:00,76,22,10,9,117
2024-01-17 19:45:00,66,6,12,33,117
2024-01-17 20:00:00,61,23,13,18,115
2024-01-17 20:15:00,93,6,15,17,131
2024-01-17 20:30:00,51,11,16,26,104
2024-01-17 20:45:00,86,6,12,9,113
2024-01-17 21:00:00,77,15,12,29,133
2024-01-17 21:15:00,84,15,16,8,123
2024-01-17 21:30:00,103,12,15,10,140
2024-01-17 21:45:00,60,9,11,27,107
2024-01-17 22:00:00,14,1,1,22,38
2024-01-17 22:15:00,14,2,0,35,51
2024-01-17 22:30:00,13,1,1,31,46
2024-01-17 22:45:00,19,0,1,22,42
2024-01-17 23:00:00,13,4,0,28,45
2024-01-17 23:15:00,13,1,0,26,40
2024-01-17 23:30:00,12,0,1,34,47
2024-01-17 23:45:00,20,1,1,38,60
2024-01-18 00:00:00,12,3,0,38,53
2024-01-18 00:15:00,12,1,0,40,53
2024-01-18 00:30:00,20,5,0,10,35
2024-01-18 00:45:00,12,4,1,27,44
2024-01-18 01:00:00,15,5,0,21,41
2024-01-18 01:15:00,19,2,0,30,51
2024-01-18 01:30:00,11,0,1,40,52
2024-01-18 01:45:00,15,3,0,35,53
2024-01-18 02:00:00,15,0,1,37,53
2024-01-18 02:15:00,16,2,0,37,55
2024-01-18 02:30:00,10,0,1,24,35
2024-01-18 02:45:00,12,0,1,31,44
2024-01-18 03:00:00,15,1,1,36,53
2024-01-18 03:15:00,14,5,0,17,36
2024-01-18 03:30:00,17,3,1,38,59
2024-01-18 03:45:00,19,0,0,18,37
2024-01-18 04:00:00,18,5,1,30,54
2024-01-18 04:15:00,119,12,6,4,141
2024-01-18 04:30:00,74,28,1,13,116
2024-01-18 04:45:00,101,26,10,0,137
2024-01-18 05:00:00,99,4,7,19,129
2024-01-18 05:15:00,99,18,7,5,129
2024-01-18 05:30:00,102,24,2,8,136
2024-01-18 05:45:00,50,4,6,13,73
2024-01-18 06:00:00,128,11,46,4,189
2024-01-18 06:15:00,129,39,43,0,211
2024-01-18 06:30:00,129,27,38,0,194
2024-01-18 06:45:00,113,24,22,2,161
2024-01-18 07:00:00,141,15,21,5,182
2024-01-18 07:15:00,120,22,29,1,172
2024-01-18 07:30:00,141,24,47,4,216
2024-01-18 07:45:00,149,24,33,1,207
2024-01-18 08:00:00,140,40,36,1,217
2024-01-18 08:15:00,140,20,36,0,196
2024-01-18 08:30:00,107,13,31,4,155
2024-01-18 08:45:00,141,15,32,4,192
2024-01-18 09:00:00,120,27,38,4,189
2024-01-18 09:15:00,70,14,21,5,110
2024-01-18 09:30:00,55,24,16,21,116
2024-01-18 09:45:00,52,18,22,16,108
2024-01-18 10:00:00,65,4,19,21,109
2024-01-18 10:15:00,54,10,30,28,122
2024-01-18 10:30:00,37,3,32,18,90
2024-01-18 10:45:00,23,3,37,18,81
2024-01-18 11:00:00,43,7,7,29,86
2024-01-18 11:15:00,22,6,13,24,65
2024-01-18 11:30:00,21,10,6,30,67
2024-01-18 11:45:00,48,8,11,22,89
2024-01-18 12:00:00,35,5,12,20,72
2024-01-18 12:15:00,69,5,13,22,109
2024-01-18 12:30:00,22,9,10,21,62
2024-01-18 12:45:00,46,5,9,23,83
2024-01-18 13:00:00,49,5,11,21,86
2024-01-18 13:15:00,29,18,29,20,96
2024-01-18 13:30:00,96,23,31,14,164
2024-01-18 13:45:00,100,27,23,16,166
2024-01-18 14:00:00,96,22,36,5,159
2024-01-18 14:15:00,27,26,25,15,93
2024-01-18 14:30:00,114,21,32,5,172
2024-01-18 14:45:00,74,27,34,10,145
2024-01-18 15:00:00,14,16,9,14,53
2024-01-18 15:15:00,84,30,26,10,150
2024-01-18 15:30:00,96,19,14,18,147
2024-01-18 15:45:00,40,15,28,5,88
2024-01-18 16:00:00,110,15,46,5,176
2024-01-18 16:15:00,138,39,31,7,215
2024-01-18 16:30:00,118,32,32,10,192
2024-01-18 16:45:00,142,34,38,9,223
2024-01-18 17:00:00,113,13,36,5,167
2024-01-18 17:15:00,104,29,32,7,172
2024-01-18 17:30:00,134,39,21,9,203
2024-01-18 17:45:00,107,15,48,5,175
2024-01-18 18:00:00,139,25,43,7,214
2024-01-18 18:15:00,128,20,20,6,174
2024-01-18 18:30:00,101,13,47,10,171
2024-01-18 18:45:00,105,17,13,23,158
2024-01-18 19:00:00,103,14,13,9,139
2024-01-18 19:15:00,51,23,15,13,102
2024-01-18 19:30:00,84,10,16,20,130
2024-01-18 19:45:00,97,25,19,24,165
2024-01-18 20:00:00,98,8,10,19,135
2024-01-18 20:15:00,94,13,19,25,151
2024-01-18 20:30:00,105,25,11,35,176
2024-01-18 20:45:00,74,9,13,6,102
2024-01-18 21:00:00,57,18,13,28,116
2024-01-18 21:15:00,57,14,11,33,115
2024-01-18 21:30:00,84,23,19,15,141
2024-01-18 21:45:00,105,14,16,33,168
2024-01-18 22:00:00,10,4,1,38,53
2024-01-18 22:15:00,15,1,1,29,46
2024-01-18 22:30:00,14,1,1,25,41
2024-01-18 22:45:00,20,2,0,37,59
2024-01-18 23:00:00,20,1,0,27,48
2024-01-18 23:15:00,13,1,1,18,33
2024-01-18 23:30:00,19,0,0,35,54
2024-01-18 23:45:00,14,1,1,27,43
2024-01-19 00:00:00,13,5,0,12,30
2024-01-19 00:15:00,18,5,0,12,35
2024-01-19 00:30:00,10,3,1,32,46
2024-01-19 00:45:00,14,2,0,15,31
2024-01-19 01:00:00,16,3,0,15,34
2024-01-19 01:15:00,14,2,0,25,41
2024-01-19 01:30:00,17,5,0,18,40
2024-01-19 01:45:00,13,1,0,28,42
2024-01-19 02:00:00,19,0,1,20,40
2024-01-19 02:15:00,15,4,0,40,59
2024-01-19 02:30:00,14,3,1,26,44
2024-01-19 02:45:00,15,4,0,14,33
2024-01-19 03:00:00,12,3,1,13,29
2024-01-19 03:15:00,12,4,0,31,47
2024-01-19 03:30:00,17,4,1,20,42
2024-01-19 03:45:00,12,0,1,13,26
2024-01-19 04:00:00,18,2,0,16,36
2024-01-19 04:15:00,115,16,10,13,154
2024-01-19 04:30:00,117,5,10,15,147
2024-01-19 04:45:00,92,26,8,7,133
2024-01-19 05:00:00,88,3,6,4,101
2024-01-19 05:15:00,109,11,4,3,127
2024-01-19 05:30:00,81,4,0,20,105
2024-01-19 05:45:00,118,2,5,19,144
2024-01-19 06:00:00,107,26,31,2,166
2024-01-19 06:15:00,103,11,35,5,154
2024-01-19 06:30:00,145,13,33,3,194
2024-01-19 06:45:00,143,22,37,4,206
2024-01-19 07:00:00,113,38,50,3,204
2024-01-19 07:15:00,149,10,47,3,209
2024-01-19 07:30:00,132,33,35,2,202
2024-01-19 07:45:00,119,40,41,2,202
2024-01-19 08:00:00,133,31,27,2,193
2024-01-19 08:15:00,140,20,44,4,208
2024-01-19 08:30:00,140,34,31,1,206
2024-01-19 08:45:00,128,37,50,2,217
2024-01-19 09:00:00,132,11,24,3,170
2024-01-19 09:15:00,23,8,40,27,98
2024-01-19 09:30:00,75,2,18,29,124
2024-01-19 09:45:00,99,14,33,14,160
2024-01-19 10:00:00,10,1,13,7,31
2024-01-19 10:15:00,74,21,29,26,150
2024-01-19 10:30:00,29,15,25,5,74
2024-01-19 10:45:00,50,17,38,24,129
2024-01-19 11:00:00,64,9,14,20,107
2024-01-19 11:15:00,49,5,10,21,85
2024-01-19 11:30:00,39,7,10,30,86
2024-01-19 11:45:00,68,5,5,24,102
2024-01-19 12:00:00,67,7,8,22,104
2024-01-19 12:15:00,47,8,3,25,83
2024-01-19 12:30:00,66,9,7,24,106
2024-01-19 12:45:00,46,8,3,22,79
2024-01-19 13:00:00,54,6,12,21,93
2024-01-19 13:15:00,18,16,32,18,84
2024-01-19 13:30:00,24,20,7,9,60
2024-01-19 13:45:00,113,17,16,20,166
2024-01-19 14:00:00,52,13,15,10,90
2024-01-19 14:15:00,58,26,25,18,127
2024-01-19 14:30:00,44,19,22,6,91
2024-01-19 14:45:00,8,26,34,9,77
2024-01-19 15:00:00,31,10,27,8,76
2024-01-19 15:15:00,115,24,16,5,160
2024-01-19 15:30:00,56,29,16,16,117
2024-01-19 15:45:00,7,12,33,12,64
2024-01-19 16:00:00,133,10,46,10,199
2024-01-19 16:15:00,104,31,37,6,178
2024-01-19 16:30:00,100,38,36,9,183
2024-01-19 16:45:00,127,25,37,5,194
2024-01-19 17:00:00,118,32,48,6,204
2024-01-19 17:15:00,147,19,31,8,205
2024-01-19 17:30:00,123,36,34,5,198
2024-01-19 17:45:00,111,24,25,5,165
2024-01-19 18:00:00,121,16,42,8,187
2024-01-19 18:15:00,119,38,47,7,211
2024-01-19 18:30:00,132,30,41,6,209
2024-01-19 18:45:00,52,6,12,18,88
2024-01-19 19:00:00,97,21,10,8,136
2024-01-19 19:15:00,50,16,20,31,117
2024-01-19 19:30:00,94,25,19,8,146
2024-01-19 19:45:00,66,11,18,34,129
2024-01-19 20:00:00,105,16,15,6,142
2024-01-19 20:15:00,56,23,10,18,107
2024-01-19 20:30:00,105,19,10,25,159
2024-01-19 20:45:00,60,18,11,16,105
2024-01-19 21:00:00,88,10,14,11,123
2024-01-19 21:15:00,110,6,14,23,153
2024-01-19 21:30:00,78,20,11,35,144
2024-01-19 21:45:00,105,14,10,7,136
2024-01-19 22:00:00,18,1,0,10,29
2024-01-19 22:15:00,18,1,0,27,46
2024-01-19 22:30:00,12,4,1,18,35
2024-01-19 22:45:00,15,4,1,32,52
2024-01-19 23:00:00,13,4,0,32,49
2024-01-19 23:15:00,14,4,0,15,33
2024-01-19 23:30:00,15,4,0,17,36
2024-01-19 23:45:00,14,0,1,21,36
2024-01-20 00:00:00,17,5,0,37,59
2024-01-20 00:15:00,14,4,1,12,31
2024-01-20 00:30:00,16,2,0,15,33
2024-01-20 00:45:00,13,4,1,14,32
2024-01-20 01:00:00,12,4,0,29,45
2024-01-20 01:15:00,19,4,1,30,54
2024-01-20 01:30:00,18,4,0,18,40
2024-01-20 01:45:00,18,1,1,12,32
2024-01-20 02:00:00,20,4,1,21,46
2024-01-20 02:15:00,10,2,1,20,33
2024-01-20 02:30:00,18,5,1,23,47
2024-01-20 02:45:00,16,5,1,30,52
2024-01-20 03:00:00,12,3,0,40,55
2024-01-20 03:15:00,12,2,0,40,54
2024-01-20 03:30:00,16,0,1,37,54
2024-01-20 03:45:00,15,4,1,16,36
2024-01-20 04:00:00,13,0,0,38,51
2024-01-20 04:15:00,61,5,3,14,83
2024-01-20 04:30:00,27,15,6,10,58
2024-01-20 04:45:00,74,11,5,15,105
2024-01-20 05:00:00,70,6,7,14,97
2024-01-20 05:15:00,33,6,0,11,50
2024-01-20 05:30:00,29,12,1,13,55
2024-01-20 05:45:00,69,5,7,10,91
2024-01-20 06:00:00,41,16,7,15,79
2024-01-20 06:15:00,35,11,5,11,62
2024-01-20 06:30:00,25,9,6,14,54
2024-01-20 06:45:00,65,15,1,11,92
2024-01-20 07:00:00,66,6,3,14,89
2024-01-20 07:15:00,27,6,5,15,53
2024-01-20 07:30:00,75,6,1,10,92
2024-01-20 07:45:00,54,11,4,12,81
2024-01-20 08:00:00,54,18,3,12,87
2024-01-20 08:15:00,69,8,0,14,91
2024-01-20 08:30:00,52,19,6,10,87
2024-01-20 08:45:00,66,8,0,12,86
2024-01-20 09:00:00,54,11,0,13,78
2024-01-20 09:15:00,151,48,15,3,217
2024-01-20 09:30:00,170,62,18,2,252
2024-01-20 09:45:00,134,59,11,3,207
2024-01-20 10:00:00,166,63,22,1,252
2024-01-20 10:15:00,173,64,10,2,249
2024-01-20 10:30:00,176,45,22,2,245
2024-01-20 10:45:00,162,59,27,1,249
2024-01-20 11:00:00,171,46,15,3,235
2024-01-20 11:15:00,158,44,26,2,230
2024-01-20 11:30:00,151,64,16,0,231
2024-01-20 11:45:00,162,65,14,3,244
2024-01-20 12:00:00,179,44,23,1,247
2024-01-20 12:15:00,175,59,11,3,248
2024-01-20 12:30:00,173,63,13,2,251
2024-01-20 12:45:00,144,66,11,3,224
2024-01-20 13:00:00,132,68,22,4,226
2024-01-20 13:15:00,161,50,10,0,221
2024-01-20 13:30:00,151,56,29,1,237
2024-01-20 13:45:00,168,59,24,1,252
2024-01-20 14:00:00,144,65,20,3,232
2024-01-20 14:15:00,179,63,12,2,256
2024-01-20 14:30:00,161,56,12,4,233
2024-01-20 14:45:00,134,67,12,1,214
2024-01-20 15:00:00,140,70,23,4,237
2024-01-20 15:15:00,66,29,24,1,120
2024-01-20 15:30:00,60,27,17,2,106
2024-01-20 15:45:00,89,27,10,2,128
2024-01-20 16:00:00,81,29,5,0,115
2024-01-20 16:15:00,78,22,12,1,113
2024-01-20 16:30:00,71,24,18,2,115
2024-01-20 16:45:00,50,26,9,1,86
2024-01-20 17:00:00,55,28,5,0,88
2024-01-20 17:15:00,61,20,25,1,107
2024-01-20 17:30:00,76,22,14,2,114
2024-01-20 17:45:00,50,20,23,1,94
2024-01-20 18:00:00,89,26,0,2,117
2024-01-20 18:15:00,62,20,17,0,99
2024-01-20 18:30:00,83,20,23,2,128
2024-01-20 18:45:00,65,20,2,0,87
2024-01-20 19:00:00,60,21,2,1,84
2024-01-20 19:15:00,36,8,3,9,56
2024-01-20 19:30:00,39,5,4,11,59
2024-01-20 19:45:00,26,8,3,0,37
2024-01-20 20:00:00,23,4,0,5,32
2024-01-20 20:15:00,50,2,0,4,56
2024-01-20 20:30:00,30,2,3,1,36
2024-01-20 20:45:00,48,10,4,2,64
2024-01-20 21:00:00,39,6,6,1,52
2024-01-20 21:15:00,47,10,3,9,69
2024-01-20 21:30:00,26,3,5,3,37
2024-01-20 21:45:00,25,6,3,9,43
2024-01-20 22:00:00,19,1,0,11,31
2024-01-20 22:15:00,16,5,0,26,47
2024-01-20 22:30:00,15,2,1,39,57
2024-01-20 22:45:00,14,5,0,11,30
2024-01-20 23:00:00,12,2,0,20,34
2024-01-20 23:15:00,11,2,0,35,48
2024-01-20 23:30:00,18,5,1,11,35
2024-01-20 23:45:00,17,2,0,20,39
2024-01-21 00:00:00,19,5,1,30,55
2024-01-21 00:15:00,17,4,1,24,46
2024-01-21 00:30:00,16,3,0,14,33
2024-01-21 00:45:00,16,3,1,23,43
2024-01-21 01:00:00,20,0,1,17,38
2024-01-21 01:15:00,20,0,0,37,57
2024-01-21 01:30:00,18,0,1,30,49
2024-01-21 01:45:00,19,1,0,14,34
2024-01-21 02:00:00,18,5,0,29,52
2024-01-21 02:15:00,11,1,0,22,34
2024-01-21 02:30:00,20,3,0,24,47
2024-01-21 02:45:00,12,2,1,10,25
2024-01-21 03:00:00,19,5,1,31,56
2024-01-21 03:15:00,10,0,0,32,42
2024-01-21 03:30:00,14,1,1,12,28
2024-01-21 03:45:00,14,2,1,24,41
2024-01-21 04:00:00,10,3,0,32,45
2024-01-21 04:15:00,97,23,6,17,143
2024-01-21 04:30:00,104,22,7,11,144
2024-01-21 04:45:00,100,15,8,20,143
2024-01-21 05:00:00,87,7,7,4,105
2024-01-21 05:15:00,77,27,8,10,122
2024-01-21 05:30:00,51,7,4,5,67
2024-01-21 05:45:00,79,1,10,6,96
2024-01-21 06:00:00,100,40,29,5,174
2024-01-21 06:15:00,112,13,39,0,164
2024-01-21 06:30:00,120,16,34,2,172
2024-01-21 06:45:00,123,14,26,3,166
2024-01-21 07:00:00,142,27,27,4,200
2024-01-21 07:15:00,139,38,49,2,228
2024-01-21 07:30:00,134,24,21,2,181
2024-01-21 07:45:00,102,13,31,0,146
2024-01-21 08:00:00,102,16,43,4,165
2024-01-21 08:15:00,106,16,32,1,155
2024-01-21 08:30:00,117,19,42,3,181
2024-01-21 08:45:00,139,36,40,3,218
2024-01-21 09:00:00,121,13,25,2,161
2024-01-21 09:15:00,65,19,16,11,111
2024-01-21 09:30:00,12,25,39,28,104
2024-01-21 09:45:00,98,21,10,5,134
2024-01-21 10:00:00,58,9,25,13,105
2024-01-21 10:15:00,81,10,39,29,159
2024-01-21 10:30:00,67,20,33,29,149
2024-01-21 10:45:00,68,22,25,16,131
2024-01-21 11:00:00,47,10,6,22,85
2024-01-21 11:15:00,45,7,10,27,89
2024-01-21 11:30:00,54,5,11,24,94
2024-01-21 11:45:00,61,7,15,28,111
2024-01-21 12:00:00,56,5,4,29,94
2024-01-21 12:15:00,23,5,4,27,59
2024-01-21 12:30:00,31,6,8,23,68
2024-01-21 12:45:00,27,7,14,28,76
2024-01-21 13:00:00,30,7,3,30,70
2024-01-21 13:15:00,114,21,5,14,154
2024-01-21 13:30:00,46,24,35,16,121
2024-01-21 13:45:00,68,29,29,20,146
2024-01-21 14:00:00,45,16,15,5,81
2024-01-21 14:15:00,86,13,11,20,130
2024-01-21 14:30:00,44,11,19,15,89
2024-01-21 14:45:00,45,17,13,20,95
2024-01-21 15:00:00,106,17,7,12,142
2024-01-21 15:15:00,44,16,9,13,82
2024-01-21 15:30:00,77,23,13,9,122
2024-01-21 15:45:00,53,17,26,8,104
2024-01-21 16:00:00,138,18,20,8,184
2024-01-21 16:15:00,142,24,39,9,214
2024-01-21 16:30:00,114,25,21,7,167
2024-01-21 16:45:00,116,35,42,6,199
2024-01-21 17:00:00,149,22,37,8,216
2024-01-21 17:15:00,100,12,39,7,158
2024-01-21 17:30:00,101,23,45,5,174
2024-01-21 17:45:00,122,40,48,10,220
2024-01-21 18:00:00,112,34,39,9,194
2024-01-21 18:15:00,112,12,41,5,170
2024-01-21 18:30:00,116,22,23,7,168
2024-01-21 18:45:00,90,13,15,33,151
2024-01-21 19:00:00,85,14,14,13,126
2024-01-21 19:15:00,59,25,13,27,124
2024-01-21 19:30:00,108,5,15,22,150
2024-01-21 19:45:00,75,8,16,25,124
2024-01-21 20:00:00,96,15,12,27,150
2024-01-21 20:15:00,61,17,10,8,96
2024-01-21 20:30:00,84,25,20,30,159
2024-01-21 20:45:00,55,9,12,19,95
2024-01-21 21:00:00,65,16,12,32,125
2024-01-21 21:15:00,87,16,10,16,129
2024-01-21 21:30:00,75,5,12,21,113
2024-01-21 21:45:00,82,16,14,34,146
2024-01-21 22:00:00,11,3,0,34,48
2024-01-21 22:15:00,15,5,0,14,34
2024-01-21 22:30:00,18,5,1,13,37
2024-01-21 22:45:00,19,2,1,34,56
2024-01-21 23:00:00,20,4,1,26,51
2024-01-21 23:15:00,14,4,0,10,28
2024-01-21 23:30:00,11,1,1,36,49
2024-01-21 23:45:00,10,2,1,15,28
2024-01-22 00:00:00,10,3,0,33,46
2024-01-22 00:15:00,14,3,0,23,40
2024-01-22 00:30:00,11,5,1,11,28
2024-01-22 00:45:00,10,1,1,34,46
2024-01-22 01:00:00,20,4,1,17,42
2024-01-22 01:15:00,17,5,0,24,46
2024-01-22 01:30:00,12,2,1,18,33
2024-01-22 01:45:00,15,0,1,16,32
2024-01-22 02:00:00,19,5,0,15,39
2024-01-22 02:15:00,11,3,1,39,54
2024-01-22 02:30:00,14,5,0,10,29
2024-01-22 02:45:00,20,0,1,33,54
2024-01-22 03:00:00,13,1,1,33,48
2024-01-22 03:15:00,18,2,1,12,33
2024-01-22 03:30:00,19,2,1,23,45
2024-01-22 03:45:00,10,4,0,36,50
2024-01-22 04:00:00,13,4,0,17,34
2024-01-22 04:15:00,86,28,2,18,134
2024-01-22 04:30:00,59,29,9,14,111
2024-01-22 04:45:00,102,20,9,13,144
2024-01-22 05:00:00,114,28,8,16,166
2024-01-22 05:15:00,87,23,5,0,115
2024-01-22 05:30:00,88,5,8,13,114
2024-01-22 05:45:00,83,6,4,9,102
2024-01-22 06:00:00,150,19,24,3,196
2024-01-22 06:15:00,148,35,46,1,230
2024-01-22 06:30:00,146,23,23,4,196
2024-01-22 06:45:00,140,21,39,3,203
2024-01-22 07:00:00,149,36,35,1,221
2024-01-22 07:15:00,125,34,42,0,201
2024-01-22 07:30:00,147,34,20,5,206
2024-01-22 07:45:00,128,33,21,4,186
2024-01-22 08:00:00,111,38,50,5,204
2024-01-22 08:15:00,144,20,32,4,200
2024-01-22 08:30:00,121,14,23,1,159
2024-01-22 08:45:00,136,36,40,4,216
2024-01-22 09:00:00,114,21,23,1,159
2024-01-22 09:15:00,75,17,37,29,158
2024-01-22 09:30:00,34,5,27,22,88
2024-01-22 09:45:00,45,6,7,15,73
2024-01-22 10:00:00,65,10,6,27,108
2024-01-22 10:15:00,67,25,20,18,130
2024-01-22 10:30:00,50,25,25,28,128
2024-01-22 10:45:00,37,19,38,12,106
2024-01-22 11:00:00,36,8,3,29,76
2024-01-22 11:15:00,63,5,8,23,99
2024-01-22 11:30:00,67,5,7,22,101
2024-01-22 11:45:00,36,9,14,22,81
2024-01-22 12:00:00,57,8,10,22,97
2024-01-22 12:15:00,65,7,14,25,111
2024-01-22 12:30:00,54,10,3,29,96
2024-01-22 12:45:00,41,5,4,25,75
2024-01-22 13:00:00,43,9,3,25,80
2024-01-22 13:15:00,9,27,32,17,85
2024-01-22 13:30:00,101,28,18,20,167
2024-01-22 13:45:00,99,16,16,18,149
2024-01-22 14:00:00,20,27,32,12,91
2024-01-22 14:15:00,96,16,39,17,168
2024-01-22 14:30:00,62,28,18,20,128
2024-01-22 14:45:00,58,27,17,5,107
2024-01-22 15:00:00,60,18,28,12,118
